treatment_sample_ID,pert_id,expected_control,status,unmatched_reason,matched_control_count,matched_control_sample_IDs,match_data_source,match_Strains,match_Medium,match_Temperature,match_pert_time,match_pert_time_unit,match_instrument,match_Yeast_cell_plate
C2269,#6,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2270,#14,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2271,#22,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2272,#30,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2274,#46,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2281,#7,Water,matched,,1,C2209,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2282,#15,Water,matched,,1,C2209,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2283,#23,Water,matched,,1,C2209,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2284,#31,Water,matched,,1,C2209,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2285,#39,Water,matched,,1,C2209,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2293,#8,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2297,#40,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,DHY210,YNB+CSM+2% galactose,37,240,min,CAC,WAY_CP24
C2306,#9,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2307,#17,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2308,#25,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2310,#41,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2312,#9,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2313,#17,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2314,#25,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2316,#41,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2318,#10,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2319,#18,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2322,#42,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2324,#10,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2328,#42,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2330,#11,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2332,#27,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2333,#35,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2334,#43,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2336,#11,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2338,#27,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2339,#35,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2340,#43,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2341,#4,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2342,#12,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2343,#20,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2344,#28,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2346,#44,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2347,#4,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2349,#20,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2350,#28,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2352,#44,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2354,#13,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2355,#21,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2356,#29,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2358,#45,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2360,#13,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2361,#21,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2364,#45,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2365,#6,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2366,#14,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2367,#22,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2368,#30,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2370,#46,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2371,#6,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2372,#14,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2373,#22,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2374,#30,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2375,#38,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2376,#46,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2377,#7,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2378,#15,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2380,#31,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2381,#39,Water,matched,,2,C2305|C2382,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2383,#7,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2384,#15,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2385,#23,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2386,#31,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2387,#39,Water,matched,,2,C2311|C2388,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2389,#8,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2393,#40,DMSO,matched,,1,C2317,WAYC,CGD,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2395,#8,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2399,#40,DMSO,matched,,1,C2323,WAYC,BAH,YNB+CSM+2% glucose,30,15,min,O,WAY_CP25
C2402,#9,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2404,#25,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2406,#41,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2408,#9,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2410,#25,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2412,#41,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2414,#10,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2415,#18,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2420,#10,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2421,#18,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2424,#42,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2426,#11,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2428,#27,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2429,#35,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2430,#43,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2432,#11,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2434,#27,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2435,#35,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2436,#43,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2437,#4,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2438,#12,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2439,#20,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2440,#28,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2442,#44,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2443,#4,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2444,#12,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2445,#20,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2446,#28,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2448,#44,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2450,#13,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2451,#21,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2452,#29,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2454,#45,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2456,#13,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2457,#21,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2458,#29,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2460,#45,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2462,#14,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2463,#22,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2464,#30,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2465,#38,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2467,#6,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2468,#14,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2469,#22,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2470,#30,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2471,#38,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2472,#46,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2473,#7,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2474,#15,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2475,#23,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2476,#31,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2477,#39,Water,matched,,2,C2401|C2478,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2479,#7,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2480,#15,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2481,#23,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2482,#31,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2483,#39,Water,matched,,2,C2407|C2484,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2485,#8,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2489,#40,DMSO,matched,,1,C2413,WAYC,CGD,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2491,#8,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2495,#40,DMSO,matched,,1,C2419,WAYC,BAH,YNB+CSM+2% glucose,30,30,min,CAA,WAY_CP26
C2498,#9,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2500,#25,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2502,#41,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2504,#9,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2505,#17,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2506,#25,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2508,#41,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2510,#10,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2511,#18,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2514,#42,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2516,#10,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2517,#18,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2522,#11,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2524,#27,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2525,#35,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2526,#43,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2530,#27,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2532,#43,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2533,#4,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2534,#12,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2535,#20,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2536,#28,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2538,#44,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2539,#4,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2540,#12,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2541,#20,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2542,#28,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2546,#13,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2547,#21,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2548,#29,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2550,#45,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2552,#13,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2553,#21,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2554,#29,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2556,#45,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2557,#6,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2558,#14,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2559,#22,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2560,#30,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2561,#38,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2562,#46,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2564,#14,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2565,#22,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2566,#30,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2567,#38,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2568,#46,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2569,#7,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2570,#15,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2571,#23,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2573,#39,Water,matched,,2,C2497|C2574,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2575,#7,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2576,#15,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2577,#23,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2578,#31,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2579,#39,Water,matched,,2,C2503|C2580,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2581,#8,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2585,#40,DMSO,matched,,1,C2509,WAYC,CGD,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2587,#8,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2591,#40,DMSO,matched,,1,C2515,WAYC,BAH,YNB+CSM+2% glucose,30,60,min,CAC,WAY_CP27
C2594,#9,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2595,#17,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2596,#25,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2598,#41,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2600,#9,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2601,#17,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2602,#25,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2604,#41,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2606,#10,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2607,#18,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2610,#42,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2612,#10,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2613,#18,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2616,#42,DMSO,matched,,1,C2611,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2618,#11,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2620,#27,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2621,#35,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2622,#43,Water,matched,,2,C2593|C2670,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2624,#11,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2626,#27,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2628,#43,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYC,BAH,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2629,#4,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
C2630,#12,DMSO,matched,,1,C2605,WAYC,CGD,YNB+CSM+2% glucose,30,90,min,O,WAY_CP28
