chemical_id,raw_name,normalized_name,pert_ids,chemical_roles,seen_splits,first_seen_split,seen_in_train,seen_in_validation,seen_in_test,n_metadata_rows,query_name,used_alias,match_source,candidate_cids,pubchem_cid,pubchem_query_endpoint,query_date,raw_response_sha256,pubchem_smiles_field,canonical_smiles,isomeric_smiles,inchikey,molecular_formula,pubchem_title,mapping_status,mapping_confidence,special_control_type,cas_number,structure_issue,decision_reason,raw_structure_smiles,raw_structure_inchikey,parent_smiles,parent_inchikey,standardization_operations,structure_valid
Raloxifene hydrochloride,Raloxifene hydrochloride,Raloxifene hydrochloride,#34,val,val_chem_only|val_both|test_both,val_chem_only,False,True,True,45,Raloxifene hydrochloride,Raloxifene hydrochloride,manual_override+pubchem_name_synonym,54900,54900,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/54900/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,5443034e3dce679bf9de0eff4666010eb2277785496d7fd720233aba3cb0a0a1|83a30166bc1d33d3542f867e74d95a7208551382a873b0ff042c4cc7f70ec9be|7e2eb959568f8b6830b9d982c02d5f4a4d49d6be5a0131410296e5d9befe9d4a,ConnectivitySMILES|SMILES,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,BKXVVCILCIUCLG-UHFFFAOYSA-N,C28H28ClNO4S,Raloxifene Hydrochloride,confirmed,medium,,,multicomponent_or_salt,Exact hydrochloride entry selected; chloride removal for model parent is explicitly approved while raw salt is retained.,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,BKXVVCILCIUCLG-UHFFFAOYSA-N,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,GZUITABIAKMVPG-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); rdMolStandardize.FragmentParent(default parameters; manually approved); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Rapamycin,Rapamycin,Rapamycin,#10,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,426,Rapamycin,Rapamycin,manual_override+pubchem_name_synonym,5284616,5284616,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/5284616/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,7791613b863a261f253e988b788f4b8b5b509bfa05b155bde8a3a004640fb87b|c24e1540e3964d214e8103eb9021a1647a0078070e8985abd04f1c60a869368e|7300e949c8856501ce8572fe95598edae983d39652ffea80a556a580e3be8cc1,ConnectivitySMILES|SMILES,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,QFJCIRLUMZQUOT-HPLJOQBZSA-N,C51H79NO13,Sirolimus,confirmed,high,,,stereochemistry,Rapamycin synonym resolves uniquely to PubChem Sirolimus CID 5284616.,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,QFJCIRLUMZQUOT-HPLJOQBZSA-N,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
SDS,SDS,SDS,#7,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,425,SDS,sodium dodecyl sulfate,manual_override+pubchem_name_synonym,3423265,3423265,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3423265/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,fbfc1748cfbb386bfb21964a4b487153d17c908ce3bd58db1ff68f55de4dd691|71fbb577f430eb0232a989af83614f23d796db99df82c8735dc6c3d4849e5ff4|2c0b6777eaa7064796f8f4bbbbf2bf34769285ebf0fb9ec046d6704cdac9c7f2|db6fd1dc0363bbcfcac42cca8c8854c756d15280b80368ecc69f9b445b7ffb3c,ConnectivitySMILES|SMILES,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],DBMJMQXJHONAFJ-UHFFFAOYSA-M,C12H25NaO4S,Sodium Lauryl Sulfate,confirmed,medium,,,multicomponent_or_salt|name_not_exact_synonym,Expanded sodium dodecyl sulfate alias resolves uniquely; sodium removal for model parent is explicit and raw salt is retained.,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],DBMJMQXJHONAFJ-UHFFFAOYSA-M,CCCCCCCCCCCCOS(=O)(=O)[O-],MOTZDAYCYVMXPC-UHFFFAOYSA-M,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); rdMolStandardize.FragmentParent(default parameters; manually approved); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Sorbitol,Sorbitol,Sorbitol,#15,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,426,Sorbitol,Sorbitol,manual_override+pubchem_name_synonym,5780,5780,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/5780/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,1bdbf5e211532281d5e14d5623d52861820b7293843ed080d8facbe10cd6df42|fd5433df112577e602e131cc3aa8f6fde14bbc4372d00ca75556bab32fd71700|be7b2e0626f63001f4bdda10016f66cfde595193e95ca22d0f5a53081076eab1,ConnectivitySMILES|SMILES,C(C(C(C(C(CO)O)O)O)O)O,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,FBPFZTCFMRRESA-JGWLITMVSA-N,C6H14O6,Sorbitol,confirmed,high,,,stereochemistry,Exact name resolves uniquely and PubChem title agrees.,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,FBPFZTCFMRRESA-JGWLITMVSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,FBPFZTCFMRRESA-JGWLITMVSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Staurosporine,Staurosporine,Staurosporine,#35,train,train|val_strain_only|val_time|test_strain_only,train,True,True,True,105,Staurosporine,Staurosporine,manual_override+pubchem_name_synonym,44259,44259,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/44259/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,48eb5ea41416406a6033fafaea0a47b8a7488b133c3d9d0b1393e8fca92a9d05|6995d41a391697677d7d38fecfe1d84036c40cd04b8ed25dad7fbf9418f412bf|7039344bf243ee26f16df0c72d4f4b718144735e24c2efa8701400195c7f9a2a,ConnectivitySMILES|SMILES,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,HKSZLNNOFSGOKW-FYTWVXJKSA-N,C28H26N4O3,Staurosporine,confirmed,high,,,stereochemistry,Exact name resolves uniquely and PubChem title agrees.,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,HKSZLNNOFSGOKW-FYTWVXJKSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Sulfometuron methyl,Sulfometuron methyl,Sulfometuron methyl,#36,val,val_chem_only|val_both|test_both,val_chem_only,False,True,True,144,Sulfometuron methyl,Sulfometuron methyl,manual_override+pubchem_name_synonym,52997,52997,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/52997/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,6b9141f73ae89c16106ca2586783fa99f66b7b0ee1f36d5a77c3adb7918b5505|4109847f4f437fb0a15a8dbf35b895b8f870f21a836c4cfa106bf801681e434d|5a44c885fd6084621b1c8feb018ddddab01e6fa9f62cd4dfc926ae809303a96d,ConnectivitySMILES|SMILES,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,C15H16N4O5S,Sulfometuron-methyl,confirmed,high,,,,Spacing variant resolves uniquely to PubChem Sulfometuron-methyl.,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Tamoxifen,Tamoxifen,Tamoxifen,#37,test,test_chem_only|test_both,test_chem_only,False,False,True,144,Tamoxifen,Tamoxifen,manual_override+pubchem_name_synonym,2733526,2733526,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/2733526/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,5c3822144c629db11961ef52430a535417b828a83b4446a162c9951f19bb2f07|12adecccb9b832e21981345cbc6489de21a5acde773c301c108e3b387d396b43|506ff743995a2a94e3427505782a5ef8c90be0a97b78b1d04eac221eb12ce90c,ConnectivitySMILES|SMILES,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,NKANXQFJJICGDU-QPLCGJKRSA-N,C26H29NO,Tamoxifen,confirmed,high,,,,Exact name resolves uniquely and PubChem title agrees.,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,NKANXQFJJICGDU-QPLCGJKRSA-N,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,NKANXQFJJICGDU-QPLCGJKRSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Trichostatin A,Trichostatin A,Trichostatin A,#38,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,Trichostatin A,Trichostatin A,manual_override+pubchem_name_synonym,444732,444732,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/444732/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,594d6ff0de6ea6f313b67ff7b789557f6f689162afd71091274de8e34093b98c|9ccb296e4ac7d430c3d5d7bfb03bd39238f2c8cb371606cbab889259b94aab33|487598949d5db195f2e9a5cbb94f4e38aa45c341e619f02fec334aa2ad816579,ConnectivitySMILES|SMILES,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,RTKIYFITIVXBLE-QEQCGCAPSA-N,C17H22N2O3,Trichostatin A,confirmed,high,,,stereochemistry,Exact name resolves uniquely and PubChem title agrees.,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,RTKIYFITIVXBLE-QEQCGCAPSA-N,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,RTKIYFITIVXBLE-QEQCGCAPSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Trifluoperazine dihydrochloride,Trifluoperazine dihydrochloride,Trifluoperazine dihydrochloride,#39,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,145,Trifluoperazine dihydrochloride,Trifluoperazine dihydrochloride,manual_override+pubchem_name_synonym,66064,66064,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/66064/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,19af40677480f1f77319af2ba6238018bfe45943165c4ae76317aa64bdac8a72|0200926ef5c4c9201d8f37e9cd81110d7c749f6550c74181da82db227ab2a3c9|108481b60a9e01d018be7bef64a7352a0ed8acd78f009839fe63850c72f1350a,ConnectivitySMILES|SMILES,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,BXDAOUXDMHXPDI-UHFFFAOYSA-N,C21H26Cl2F3N3S,Trifluoperazine Hydrochloride,confirmed,medium,,,multicomponent_or_salt,Exact dihydrochloride synonym resolves to CID 66064; chloride removal is explicit and raw salt is retained.,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,BXDAOUXDMHXPDI-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); rdMolStandardize.FragmentParent(default parameters; manually approved); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Tunicamycin,Tunicamycin,Tunicamycin,#40,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,143,Tunicamycin,,pubchem_name_candidates,11104835,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Tunicamycin/cids/JSON|https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/tunicamycin%20V/cids/JSON,2026-08-13,fbfc1748cfbb386bfb21964a4b487153d17c908ce3bd58db1ff68f55de4dd691|9cc68aee6a87e660098d15c007d0775e95177c0b031c44c6574bec64d5d330c1|b76f7213c83d49e82f7ab472108c0af3beaf60c05077666ef306793bd2e9542b|0eedef137772d34c3b46cffdb9cc28c8d7e68dbe1ee0d1360abb201554465ca7,,,,,,,unresolved,none,,,,Tunicamycin is a homolog mixture/family name and the alias query did not uniquely preserve a stated component; no silent component choice.,,,,,,False
U-73122,U-73122,U-73122,#41,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,144,U-73122,U-73122,manual_override+pubchem_name_synonym,5631|104794|11957723|21117951|54052933|138107731|177926704,104794,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/104794/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,6d686ba2729428205e15970da58211c1bd24a73b372b0fa32d9a56b074007662|83738f6ed2f8bc1335072dda90b3d42e8df7bc48e56a8cc344fd8ef5af6ee287|c1153381e19061a4b1bc1f8341f8407d9135d22e11fb5827df585d189d2fbb22|2288a998e4904547c6ae5c1d5e10a12d3dbe03c46fbea2fb0af72a054f515a32|2b2f60089ef01be2a7d7358995c6c02649ac1628c41c9014cf757f9c8b3e1746|48424ce2c73615c9889066924b6717eba38c0be2850b34a413dd74acda864ad7|633493b413d1b63d6b960e7ad9a76972859e0e8e72c06a7222cd19ce0bea42c7|8ea2d194e0a166fc77778765457362c1b4701bf2a829a61ce73250df00646d57|62eed44b7e5c81e665e45980f8d55c7efa156bf33cfb76d0a122cd9545f2f214|c3a55866377d16eb775e56000cceadf4e133c526740a4840f4d0b6ac93fa4498|23f47175d19b11bee5839d729fd66b66b86f3fdc213fda372f538178ba5b1fe9|b5fc3d1a9c2dd46857751467da828cc41cd7ef0d9b6a40b4e7f76c3133439e90|0baba4581059e5c77fa149ee7ac7fba6bd3491882157b9d26175d8e081e91094|ba73d6816b24a3b7f96153bee8cfe2fa3a52121a7115a964d412a93f5e6f03b3|3e64c9745c9b5a83ef99549bd4c21352f980c8580d644c46f69ca9938b0cdceb|9913bac92ddba9665cda68b4c845b00b297dd29d610a97e0f49f8f3d0de867b9,ConnectivitySMILES|SMILES,CC12CCC3C(C1CCC2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC,LUFAORPFSVMJIW-ZRJUGLEFSA-N,C29H40N2O3,"1-(6-(((17beta)-3-Methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",confirmed,high,,112648-68-7,multiple_candidate_cids|stereochemistry,"CAS 112648-68-7 cross-check resolves the ambiguous name result: NLM MeSH binds U-73122 to this CAS and chemical name, while Tocris independently reports the same CAS, PubChem CID 104794, stereochemical SMILES, formula, and InChIKey; PubChem CID 104794 agrees.",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC,LUFAORPFSVMJIW-ZRJUGLEFSA-N,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](NCCCCCCN3C(=O)C=CC3=O)CC[C@@H]12,LUFAORPFSVMJIW-ZRJUGLEFSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Valinomycin,Valinomycin,Valinomycin,#42,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,142,Valinomycin,Valinomycin,manual_override+pubchem_name_synonym,3000706,3000706,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3000706/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,c84542fb84ce85e08e93b9910b19579f3e8e0e3e647054bf7f9f694f8b31d583|1566270c818aed2c7a7e34d5c9ccd0145094c623a626ed195d56c6897cc1fe1c|1a14969b2ff6b5c69a1ef74571975531364bbcd50aace8b0bdad268d96fc2d3d,ConnectivitySMILES|SMILES,CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,C[C@H]1C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,FCFNRCROJUBPLU-DNDCDFAISA-N,C54H90N6O18,Valinomycin,confirmed,high,,,stereochemistry,Exact name resolves uniquely and PubChem title agrees.,C[C@H]1C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,FCFNRCROJUBPLU-DNDCDFAISA-N,CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O,FCFNRCROJUBPLU-DNDCDFAISA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
Water,Water,Water,#1,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,589,,,special_control_rule,,,,,,,,,,,,special_control,none,water,,special control; model chemistry feature intentionally disabled,Frozen task rule; not encoded as an ordinary perturbation molecule.,,,,,,False
Wortmannin,Wortmannin,Wortmannin,#43,train,train|val_strain_only|val_time|test_strain_only|test_time,train,True,True,True,143,Wortmannin,Wortmannin,manual_override+pubchem_name_synonym,312145,312145,"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/312145/property/ConnectivitySMILES,SMILES,InChIKey,MolecularFormula,IUPACName,Title/JSON",2026-08-13,0f1f0b9bbbe3490ef7b22ce7e2fb483bc8ce18240711c3a729e8acfe268c89db|ba1562bbd08997bb920ec2cf4f616adbe881cf85fb090f8da786a9d68e3e77a7|90c17f8c879412fbf975fbbbcd9fa7b9b3a2095519a5e859386eaad555e34337,ConnectivitySMILES|SMILES,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,QDLHCMPXEPAAMD-QAIWCSMKSA-N,C23H24O8,Wortmannin,confirmed,high,,,stereochemistry,Exact name resolves uniquely and PubChem title agrees.,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,QDLHCMPXEPAAMD-QAIWCSMKSA-N,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,QDLHCMPXEPAAMD-QAIWCSMKSA-N,Chem.MolFromSmiles(sanitize=True); rdMolStandardize.Cleanup(default parameters); Chem.SanitizeMol; Chem.GetSymmSSSR,True
